"[48, 12342]",<function CalculateWeightGompertz at 0x00000209F762A940>,271524000,24684,24684
"[49, 12600]",<function CalculateWeightGompertz at 0x00000209F762A940>,418644623.2,37800,37193
"[50, 12857]",<function CalculateWeightGompertz at 0x00000209F762A940>,424281000,38571,38571
"[51, 13114]",<function CalculateWeightGompertz at 0x00000209F762A940>,432762000,39342,39342
"[52, 13371]",<function CalculateWeightGompertz at 0x00000209F762A940>,294162000,26742,26742
"[53, 13628]",<function CalculateWeightGompertz at 0x00000209F762A940>,299816000,27256,27256
"[54, 13885]",<function CalculateWeightGompertz at 0x00000209F762A940>,305470000,27770,27770
"[55, 14142]",<function CalculateWeightGompertz at 0x00000209F762A940>,311124000,28284,28284
"[56, 14400]",<function CalculateWeightGompertz at 0x00000209F762A940>,316800000,28800,28800
"[57, 14657]",<function CalculateWeightGompertz at 0x00000209F762A940>,322454000,29314,29314
"[58, 14914]",<function CalculateWeightGompertz at 0x00000209F762A940>,328108000,29828,29828
"[59, 15171]",<function CalculateWeightGompertz at 0x00000209F762A940>,333762000,30342,30342
"[60, 15428]",<function CalculateWeightGompertz at 0x00000209F762A940>,339416000,30856,30856
"[61, 15685]",<function CalculateWeightGompertz at 0x00000209F762A940>,345070000,31370,31370
"[62, 15942]",<function CalculateWeightGompertz at 0x00000209F762A940>,350724000,31884,31884
"[63, 16200]",<function CalculateWeightGompertz at 0x00000209F762A940>,356400000,32400,32400
"[64, 16457]",<function CalculateWeightGompertz at 0x00000209F762A940>,362054000,32914,32914
"[65, 16714]",<function CalculateWeightGompertz at 0x00000209F762A940>,183854000,16714,16714
"[66, 16971]",<function CalculateWeightGompertz at 0x00000209F762A940>,186681000,16971,16971
"[67, 17228]",<function CalculateWeightGompertz at 0x00000209F762A940>,189508000,17228,17228
"[68, 17485]",<function CalculateWeightGompertz at 0x00000209F762A940>,192335000,17485,17485
"[69, 17742]",<function CalculateWeightGompertz at 0x00000209F762A940>,195162000,17742,17742
"[70, 18000]",<function CalculateWeightGompertz at 0x00000209F762A940>,198000000,18000,18000
